rating,date,content,content_length,is_positive
3.0,2025-10-20,Be careful when you buy a ticket online on their platform our QR code didn t upload and even with proof that we paid they didn t let us in and we had to buy the tickets again and lost 1h30 because they kept looking at the email and trying everything I did,255,0
5.0,2025-01-20,Dedicate a whole day to this beautiful place for you and your family a place of great magnificence and beauty,109,1
5.0,2024-01-20,Many games are fun but the waiting time for each game is quite long Average queue is about 15 minutes to 45 minutes for a game,126,1
3.0,2024-01-20,Would not recommend if you have limited time in Seoul Queues are outrageous even in weekdays However the park is very pretty and magical,136,0
5.0,2020-01-20,A lot of beautiful attractions Extreme rides Have parades Delicious foods You can buy souvenirs,95,1
3.0,2025-09-20,Nice place Be careful the 2 mains attractions are super busy pharon and french revolution at least 1h30 queue,109,0
5.0,2020-01-20,Good Amusement Park one part is inside and the other half part is outside You can find a roller coaster and many things else for all ages The main problems is the waiting time 2h30 to do the rollercoaster it s too long many attractions were closed the Day I came You can find many different types of restaurant inside,317,1
4.0,2024-01-20,Nice theme park with various activities Overly crowded which make it hard to try everything Cheap admission makes it an easy entry,130,1
5.0,2020-01-20,Awesome theme park Lots of fun rides Allocate a whole day especially if bring kids Beautiful and picture perfect both indoor and outdoor Need to expect to long queue during peak hour,182,1
5.0,2024-01-20,Lotte World Adventure Lotte World Seoul is a kid s paradise With thrilling rides amazing shopping and delicious eateries it s a must visit The captivating themed areas create a magical experience Overall it guarantees unforgettable memories,240,1
3.0,2025-02-20,It is very difficult to play games here and easy to get lost,60,0
2.0,2019-01-20,Not worth going Massive queues App does have English settings Nothing special Full of school kids Very busy,107,0
5.0,2020-01-20,Nice place with a lot of entertainments There are quite a lot of cafes and restaurants inside with reasonable price The place is large and divided to two main areas the indoor and the outdoor,191,1
5.0,2023-01-20,Worth coming again Come early to enjoy whole day indoor activities with plenty of food and beverages stalls,107,1
4.0,2025-06-20,Nice amusement park in the middle of Seoul,42,1
3.0,2024-01-20,Very crowded even on a weekday Came here to check the boxes only It was ok The more popular rides e g rollercoasters and hot air balloons have a waiting time of 100 and 40 minutes respectively The less popular rides are mainly screens showing that you are on an adventure while the vehicle shakes about on the spot,314,0
3.0,2023-01-20,Suitable for kids it s basically a theme park with a variety of themes I left quickly because I didn t have much time to waste Crowded place,140,0
5.0,2024-01-20,FULL TOURIST ADVICE everything I researched in advance so you don t have to Have an awesome day at Lotte world like we did,122,1
5.0,2022-01-20,I had a great experience here in time for halloween 2021 the adventure game will not let you down,97,1
5.0,2025-10-20,Nice place for the kids Even perfect if nice weather Outdoor theme park close if rain,85,1
4.0,2024-01-20,It was so nice but so crowded I was happy that after 4pm the price of the tickets go down but was it really worth it I don t think so because after 8pm everything was already closing and because all the line are so long just,224,1
5.0,2024-01-20,went during chuseok super packed magic passes were sold out go early in the morning before it opens,99,1
5.0,2024-01-20,We can enjoy Inside outside all of there It there is in the city So very convenient and easy traffic,100,1
4.0,2018-01-20,Good fun but check first that all the rides are working before you go When I arrived some of the best rides were under maintenance Still well worth the visit Great for children and family,187,1
4.0,2019-01-20,rides are safe full of wonderful stuff child friendly place wonderful building makes you feel young again,105,1
4.0,2019-01-20,Enormous indoor theme park and outside as well We were there on a normal weekday and still there were attractions with a 60 minute line You can go for a fast pass though Great for a rainy day with kids,201,1
5.0,2025-06-20,It was great Like Disneyland Very clean and nice Kids had a great time on the rides The night parade was beautiful with a great light show,138,1
4.0,2019-01-20,Can be Fun but overcrowded expect to wait I came here on a Monday on a field trip with my university Among us was apparently 3 other high schools It took over 3 hours to ride popular big rides like the french revolution Other than that,235,1
5.0,2019-01-20,A great place with numerous rides the Halloween theme that is running right now is really interesting with the zombie shows the chance to get Halloween makeup and Halloween snacks as well You can also get a discount as a student,228,1
5.0,2019-01-20,I went there and had an awesome time Get there early so you can enjoy all the entertainment,91,1
5.0,2025-09-20,Amazing and adventurous,23,1
5.0,2019-01-20,I had a lot of fun here I wish we spent more time We were given food stubs by our tour guide to be exchanged for food to any of the restaurants inside The lines were not so bad at the rides I think we waited longer in line for our,230,1
5.0,2020-01-20,Excellent for rainy days and hot summer We entered after 4pm and there was a discount and we stayed there until closing at 10pm Will absolutely visit next time travel to seoul,175,1
4.0,2025-01-20,really nice park and reasonable pricing always very busy though,63,1
2.0,2024-01-20,Not bad but not good either Indoor facility needs some major updates Indoor rides feel very midway level sort of like a cheap carnival The parade is good Too many silly rules that just kills the fun out of some of the attractions Arcades are pretty lame People lack manners Food is overpriced Not worth the price,312,0
5.0,2020-01-20,One of the top theme park in the world and second largest in Korea after Everland Lotte World theme park divided into 2 part which is outdoor and indoor park don t worry much because the ticket that you get will allowed you to go for both,238,1
5.0,2025-12-23,A Berry good theme park even have rides for little kids,55,1
5.0,2025-01-20,Great place to play n have fun,30,1
1.0,2025-10-20,if you are a wheelchair user dont come here no rides are accessible and they removed the discount for wheelchair users,118,0
1.0,2025-01-20,Came here on a rainy day and only get to play indoor attractions Have to queue for the French Revolution reservation ticket for an hour and then queue up again for the ride Same goes for the indoor hot air ballon A very stupid system because people have to queue for 2 times just for 1 ride Very time wasting,308,0
4.0,2025-01-20,I waited for about 10 minutes to get tickets to the park We rode on the monorail to get a brief look at the park then ate TGI Friday fried chicken salad too much sauce a normal salad beef pork plate with fries and a mushroom carbonara,234,1
1.0,2025-08-20,I asked to buy senior tickets with a discount but staff insisted no such option existed Only after I pointed out the info on their website that seniors pay the same as children did they admit it was true Feels like they re hiding this to charge more very disappointing,268,0
4.0,2020-01-20,Being from Florida I thought it would be outside Boy was I wrong A vast complex of levels games rides junk food super cute character gear ice skating and a bouncy zone to drop off kids all protected from rain sun and with air,225,1
5.0,2025-05-20,Had the best time at Lotte World Wore a rented school uniform for the full K drama vibe and it was sooo fun definitely recommend it,131,1
2.0,2023-01-20,Over crowded Not worth it as a ride can take up to 2 hour of wait Unless you are fine with purchasing an express pass or else I say give it a miss By the way I visited on a weekday,180,0
5.0,2021-01-20,One of the best place in southkorea The lotte world included lotte sky tower lotte museum Disney world etc You can get a full package of entertainment at here,158,1
4.0,2018-01-20,All in one place Shoppers paradise Adventure seekers wonderland Food Heaven Only Korean food and I don t think there is any day that lotte world isn t filled with heads Equipment are safe and nothing to be scared of One of the best places to have fun,250,1
5.0,2024-01-20,This place is really big so you have to find the map or get lost and make an adventure out of it You can play and shop and drink all in one go If you buy too much there are public lockers you can use Download the T locker app for more info,239,1
4.0,2025-06-20,Ok amusement park even it seem have long lines for many rides maybe recommend to buy express line if not want spend all day in lines Kid liked a lot her visit and most visitors are younger kids adults teens or families with small kid,233,1
3.0,2020-01-20,on the whole enjoyable for my kids but Experience from a foreign tourist who doesn t understand korean language All the instruction from station masters are in Korean and we don t really understand them and i guess a couple of those,232,0
5.0,2025-07-20,Loved it It was a really good day out for the whole family We had normal admission and the wait time if at all was the same as express pass,139,1
4.0,2023-01-20,Lovely indoor and outdoor theme park Alittle over crowded even on a Monday to fully enjoy the facilities,104,1
4.0,2019-01-20,Unfortunately went during a local holiday The lines for the rides were unbelievable Otherwise very helpful staff everything is so well organized Worth to stay for the late night zombie show outdoors during October,213,1
5.0,2020-01-20,Fun visit for family They have indoor outdoor aquarium theme park for people of all age,87,1
2.0,2020-01-20,It was extremely crowded I have to wait for 2 3 hours for every ride Not fun at all,83,0
4.0,2025-06-20,Bought the tickets for a family of four 2 adults and 2 children online through Klook for a weekday pass as it were cheaper than buying on the spot at the ticketing counter,171,1
4.0,2019-01-20,I was not there long and spent most my time looking for the one smoking room they have Nice place though,104,1
5.0,2020-01-20,Great amusement park inside the shopping mall They have indoor and outdoor park so you can spend the whole day there I enjoy the carnival show also,147,1
5.0,2020-01-20,Loved it here similar to the island review however I could do all adult rides Nice attractions and great use of their space It looked busy at first sight but I never had to wait more than 30 minutes But I was very flexible in which ride to do,242,1
5.0,2020-01-20,Nice Place however roller coaster rides takes too long Download the app first before going in Theres refillable water dispenser everywhere,138,1
5.0,2024-01-20,When we went it was EXTREMELY busy even on a Friday I 100 would say do not go UNLESS you get a Magic Pass the queues for rides were 2 hours long Really cool inside though,170,1
5.0,2025-01-20,i wish i could be here one more time everything so nice,55,1
4.0,2025-07-20,Lots of fun for children of all ages There are height restrictions on rides so be ware There are about three different height categories,136,1
1.0,2019-01-20,Only worth going if you have kids Try to avoid busy hours from 4pm onwards Over run with people no order The app for magic pass not intuitive for English speakers,162,0
5.0,2020-01-20,Very nice theme park Keep a full day aside as there are so many rides indoors and outdoors,90,1
5.0,2020-01-20,Fun for everyone Best way to get on the rides is to buy the fast pass to beat the queue,87,1
5.0,2023-01-20,Nice close attraction and rides The downside is the lines are too long You can rent school uniforms,99,1
2.0,2023-01-20,Only for kids as an adult you have absolutely no interest getting there and it s crowded,88,0
5.0,2021-01-20,Fun place to go with friends or boyf LOL i liked the churros and they sell adorable bunny ears And idk why but there was a supposedly hot oppa getting paid to tek pics with ppl xD,179,1
1.0,2025-12-30,Horrible Never seen so many ppl in Q at all its amusements Any Q is 1hr,71,0
4.0,2024-01-20,The place is nice but will be very crowded on weekends There will be long queues for doing any adventure activities But the place is worth to visit,147,1
